id,Group,Per1,Per2,Per3,Per4,Per5,Per6,Per7,Per8,Per9,Dem1,Dem2,Dem3,Dem4,Dem5,Dem6,Dem7,Dem8,Dem9,Cred1,Cred2,Cred3,Cred4,Cred5,Cred6,Normalised_FNT,Target
112751,Grp169,1.07,0.58,0.48,0.7666666666666666,1.2333333333333334,1.9933333333333334,0.34,1.01,0.8633333333333333,0.45999999999999996,0.6433333333333333,0.7366666666666667,0.7566666666666667,0.8133333333333334,0.6933333333333334,0.6666666666666666,0.68,0.7266666666666667,0.6066666666666667,1.01,0.9333333333333332,0.6033333333333334,0.6866666666666666,0.6733333333333333,-245.75,0
18495,Grp161,0.47333333333333333,1.2066666666666668,0.8833333333333333,1.43,0.7266666666666667,0.6266666666666666,0.81,0.7833333333333333,0.19000000000000003,0.47000000000000003,0.6133333333333334,0.8833333333333333,0.6533333333333333,0.4633333333333334,0.48333333333333334,0.5833333333333334,0.7166666666666667,0.7433333333333333,0.68,0.69,0.5599999999999999,0.6699999999999999,0.5533333333333333,0.6533333333333333,-248.0,0
23915,Grp261,1.13,0.1433333333333333,0.9466666666666667,0.12333333333333336,0.08,0.8366666666666666,0.05666666666666664,0.7566666666666667,0.22666666666666666,0.66,0.73,0.8733333333333334,0.9233333333333333,1.2233333333333334,0.6866666666666666,0.6066666666666667,0.69,0.82,0.6,0.3833333333333333,0.7633333333333333,0.6699999999999999,0.6866666666666666,0.6733333333333333,-233.125,0
50806,Grp198,0.6366666666666666,1.09,0.75,0.94,0.7433333333333333,0.3466666666666667,0.9566666666666667,0.6333333333333333,0.48666666666666664,1.0966666666666667,0.4666666666666666,0.6699999999999999,0.5266666666666667,0.7833333333333333,0.8566666666666666,0.7166666666666667,0.7200000000000001,0.9,0.68,0.8466666666666667,0.42333333333333334,0.52,0.8466666666666667,0.7600000000000001,-249.7775,0
184244,Grp228,0.5599999999999999,1.0133333333333334,0.5933333333333334,0.4166666666666667,0.7733333333333333,0.45999999999999996,0.8533333333333334,0.7966666666666667,0.5166666666666667,0.7566666666666667,0.6833333333333332,0.29666666666666663,0.7799999999999999,0.6366666666666666,0.7833333333333333,0.63,0.6033333333333334,0.48666666666666664,0.6933333333333334,0.5266666666666667,0.52,0.7166666666666667,0.7066666666666667,0.6733333333333333,-247.5775,0
144029,Grp45,0.8733333333333334,0.13999999999999999,0.8366666666666666,0.2733333333333334,0.19000000000000003,0.6533333333333333,0.5033333333333333,0.7233333333333333,1.2333333333333334,1.1500000000000001,0.5333333333333333,0.9866666666666667,0.5133333333333333,0.7833333333333333,0.84,0.8233333333333333,0.7866666666666666,0.88,0.5533333333333333,0.7000000000000001,0.7533333333333333,0.7000000000000001,0.6666666666666666,0.6866666666666666,-176.2,0
127618,Grp69,0.98,0.5466666666666667,0.82,0.8633333333333333,0.68,1.1633333333333333,0.48666666666666664,0.8933333333333334,0.8066666666666666,1.3,0.04999999999999997,0.7799999999999999,0.2233333333333333,-0.009999999999999934,0.2933333333333333,0.5633333333333334,0.65,0.6733333333333333,0.7166666666666667,0.39333333333333337,0.6733333333333333,0.79,0.6766666666666666,0.6633333333333333,-242.6275,0
116319,Grp198,-0.13666666666666671,0.36000000000000004,0.3666666666666667,0.9966666666666667,0.47333333333333333,0.7066666666666667,0.6766666666666666,0.9333333333333332,0.16666666666666666,0.06666666666666665,0.7833333333333333,0.8233333333333333,-0.009999999999999934,1.0599999999999998,0.6666666666666666,0.6766666666666666,0.61,0.5633333333333334,0.6366666666666666,0.4166666666666667,0.5233333333333333,0.6033333333333334,0.8266666666666667,0.6266666666666666,-191.005,0
66485,Grp57,1.01,0.6066666666666667,0.8233333333333333,1.0666666666666667,0.5166666666666667,0.6533333333333333,0.6333333333333333,0.7033333333333333,0.79,0.8466666666666667,0.3433333333333333,0.42,0.6833333333333332,0.7266666666666667,0.8133333333333334,0.6533333333333333,0.6033333333333334,0.45999999999999996,0.64,0.66,0.8266666666666667,0.49,0.6699999999999999,0.6733333333333333,-229.3475,0
117942,Grp271,-0.1333333333333333,0.89,0.20999999999999996,0.3333333333333333,0.7433333333333333,1.0233333333333334,0.4166666666666667,0.09666666666666668,0.4033333333333333,0.4533333333333333,0.89,0.30666666666666664,0.9066666666666666,0.66,0.7033333333333333,0.8066666666666666,0.26333333333333336,0.84,0.6,0.13999999999999999,0.5266666666666667,0.9733333333333333,0.7000000000000001,0.6166666666666667,-217.2425,0
190996,Grp80,0.6933333333333334,0.9466666666666667,0.3833333333333333,0.4466666666666666,1.12,0.49,1.0666666666666667,0.5966666666666667,0.6066666666666667,0.2933333333333333,0.8733333333333334,0.8366666666666666,0.8300000000000001,0.9700000000000001,0.5433333333333333,0.6866666666666666,0.75,0.9033333333333333,0.59,0.6533333333333333,0.7200000000000001,0.61,0.6833333333333332,0.69,-236.3125,0
150429,Grp282,1.3166666666666667,0.64,0.5133333333333333,1.0633333333333332,0.6966666666666667,0.8066666666666666,0.47000000000000003,0.6666666666666666,1.2833333333333334,0.9899999999999999,1.61,0.4366666666666667,0.96,1.11,0.5633333333333334,0.6166666666666667,0.6933333333333334,0.87,0.66,0.3033333333333333,0.6733333333333333,0.48,0.6766666666666666,0.65,-243.3375,0
177180,Grp578,1.3,0.4666666666666666,0.040000000000000036,0.5033333333333333,1.2433333333333334,1.9366666666666668,0.20333333333333337,1.04,1.04,0.7633333333333333,0.6699999999999999,1.1033333333333333,0.9966666666666667,0.82,0.4466666666666666,0.6633333333333333,0.6533333333333333,0.6266666666666666,0.7733333333333333,0.87,0.48333333333333334,0.79,0.6733333333333333,0.6633333333333333,-241.5,0
202872,Grp226,0.63,0.6233333333333334,0.6966666666666667,0.3866666666666667,1.0933333333333335,0.18666666666666668,0.9166666666666666,0.57,0.7033333333333333,0.8633333333333333,0.36999999999999994,0.15,0.73,0.5933333333333334,0.53,0.6233333333333334,0.66,0.6533333333333333,0.8066666666666666,0.6833333333333332,0.020000000000000018,0.58,0.69,0.7000000000000001,-249.505,0
20854,Grp154,1.0866666666666667,0.8066666666666666,0.7733333333333333,0.8933333333333334,0.5666666666666667,0.31666666666666665,0.7133333333333334,0.5833333333333334,0.6366666666666666,0.69,1.0133333333333334,1.0033333333333332,0.8133333333333334,0.5333333333333333,0.6,0.6566666666666666,0.5733333333333334,0.41333333333333333,0.7066666666666667,0.7866666666666666,0.7466666666666667,0.6966666666666667,0.66,0.6766666666666666,-249.7775,0
122362,Grp165,1.0933333333333335,0.7833333333333333,0.66,0.7866666666666666,0.73,0.59,0.6766666666666666,0.65,0.5633333333333334,1.0066666666666666,1.0733333333333333,0.7833333333333333,0.96,0.7866666666666666,0.8033333333333333,0.6733333333333333,0.5733333333333334,0.39999999999999997,0.6666666666666666,0.48333333333333334,0.7766666666666667,0.71,0.66,0.6699999999999999,-249.7775,0
183434,Grp125,0.34,0.42333333333333334,1.36,0.0,0.7633333333333333,0.5366666666666666,0.6366666666666666,0.6566666666666666,0.2866666666666667,0.8833333333333333,0.7266666666666667,0.43333333333333335,1.1366666666666667,0.41,1.0033333333333332,0.8233333333333333,0.6699999999999999,0.6033333333333334,0.6266666666666666,0.5466666666666667,0.7799999999999999,0.5366666666666666,0.61,0.6133333333333334,-237.0,0
229704,Grp224,-0.09999999999999994,0.47000000000000003,0.7666666666666666,0.6833333333333332,1.26,0.003333333333333336,0.8066666666666666,0.7200000000000001,0.3466666666666667,0.29666666666666663,0.82,0.4266666666666667,0.48333333333333334,0.4633333333333334,0.7233333333333333,0.8133333333333334,0.7366666666666667,0.6233333333333334,0.5066666666666667,0.71,1.0133333333333334,0.8300000000000001,0.6166666666666667,0.5599999999999999,-241.6625,0
175981,Grp215,1.32,0.7066666666666667,0.02666666666666669,1.0866666666666667,0.9433333333333334,0.43333333333333335,0.9333333333333332,0.51,0.68,0.20999999999999996,1.0766666666666667,0.4633333333333334,0.47000000000000003,0.47000000000000003,0.6699999999999999,0.6433333333333333,0.6866666666666666,0.7733333333333333,0.6133333333333334,0.44333333333333336,0.86,0.5133333333333333,0.66,0.6466666666666666,-232.68,0
261150,Grp201,0.48666666666666664,0.9266666666666667,1.02,0.29000000000000004,0.8366666666666666,0.04999999999999997,1.0966666666666667,0.5499999999999999,0.54,0.6166666666666667,0.88,0.24,0.6666666666666666,0.25,0.17,0.59,0.63,0.5599999999999999,0.6966666666666667,0.98,0.48,0.6233333333333334,0.69,0.7266666666666667,-249.505,0
275536,Grp4,0.6866666666666666,1.0966666666666667,0.73,0.9866666666666667,0.9633333333333334,0.6133333333333334,0.9700000000000001,0.5466666666666667,0.5066666666666667,0.5933333333333334,0.9033333333333333,1.1566666666666665,0.3333333333333333,0.6633333333333333,1.5633333333333332,0.8366666666666666,0.5566666666666666,0.49333333333333335,0.6533333333333333,0.8533333333333334,0.4266666666666667,0.8533333333333334,0.7066666666666667,0.68,-249.6775,0
108591,Grp18,0.58,0.5233333333333333,1.3066666666666666,0.14666666666666664,0.16666666666666666,0.47333333333333333,0.58,0.6333333333333333,-0.16,0.47333333333333333,0.75,0.9899999999999999,0.48666666666666664,0.7466666666666667,0.87,0.66,0.5833333333333334,0.5,0.7233333333333333,0.77,0.5599999999999999,0.5566666666666666,0.7033333333333333,0.7066666666666667,-230.375,0
40422,Grp26,0.13999999999999999,1.3066666666666666,0.89,1.2033333333333334,0.9533333333333333,0.5266666666666667,1.09,0.49666666666666665,0.33666666666666667,0.32666666666666666,0.75,0.69,0.7333333333333334,0.58,0.5066666666666667,0.5966666666666667,0.7066666666666667,0.7233333333333333,0.5733333333333334,0.6266666666666666,0.6733333333333333,0.6233333333333334,0.16333333333333333,0.5766666666666667,-248.2,0
122980,Grp8,0.1333333333333333,1.11,0.9733333333333333,0.47666666666666674,0.85,0.43,0.8166666666666668,0.7633333333333333,0.4633333333333334,0.3333333333333333,1.0633333333333332,0.8366666666666666,0.9733333333333333,0.6566666666666666,0.5433333333333333,0.66,0.5766666666666667,0.35333333333333333,0.54,0.51,0.7966666666666667,0.6866666666666666,0.6333333333333333,0.6633333333333333,-249.555,0
203923,Grp529,1.36,0.8366666666666666,-0.25999999999999995,0.8066666666666666,1.0266666666666666,0.3666666666666667,0.75,0.6,0.7733333333333333,0.9933333333333333,0.6833333333333332,0.8166666666666668,1.09,1.3666666666666665,0.66,0.63,0.6933333333333334,0.8033333333333333,0.6033333333333334,0.25,0.7866666666666666,0.6466666666666666,0.6699999999999999,0.6633333333333333,-249.75,0
2870,Grp141,0.5599999999999999,0.8833333333333333,0.96,-0.04666666666666671,0.7866666666666666,0.25333333333333335,1.04,0.5433333333333333,0.9899999999999999,0.3666666666666667,0.4066666666666667,0.9966666666666667,0.5333333333333333,0.7633333333333333,0.6966666666666667,0.6666666666666666,0.6733333333333333,0.8033333333333333,0.5499999999999999,0.6233333333333334,0.7066666666666667,0.39666666666666667,0.7433333333333333,0.66,-249.75,0
238614,Grp237,-0.4566666666666667,-0.17333333333333334,1.1766666666666667,1.1733333333333333,1.47,0.4033333333333333,0.7066666666666667,0.5599999999999999,0.2933333333333333,0.3833333333333333,1.05,0.52,1.05,0.3666666666666667,0.38999999999999996,0.6,0.5766666666666667,0.5166666666666667,0.53,0.96,0.7033333333333333,1.4033333333333333,0.69,0.5466666666666667,-160.195,0
195947,Grp143,1.3133333333333332,0.41333333333333333,0.09000000000000001,0.4666666666666666,1.2333333333333334,1.9733333333333334,0.25,1.0166666666666666,1.1066666666666667,0.5866666666666667,0.65,0.9666666666666667,0.6633333333333333,0.71,0.5366666666666666,0.6266666666666666,0.75,0.9533333333333333,0.7033333333333333,0.9133333333333334,0.6633333333333333,0.6233333333333334,0.6866666666666666,0.6533333333333333,-245.0125,0
88324,Grp52,1.0933333333333335,0.7266666666666667,0.73,0.77,0.66,0.6033333333333334,0.6466666666666666,0.6633333333333333,0.6133333333333334,0.9166666666666666,0.8033333333333333,0.7966666666666667,0.9133333333333334,0.7400000000000001,0.8266666666666667,0.65,0.58,0.4066666666666667,0.6733333333333333,0.5,0.7666666666666666,0.71,0.6566666666666666,0.6666666666666666,-249.505,0
81573,Grp18,0.5466666666666667,1.0366666666666668,1.0633333333333332,0.62,0.7633333333333333,0.5166666666666667,0.8866666666666667,0.6866666666666666,0.4266666666666667,1.0999999999999999,0.8966666666666666,0.7166666666666667,0.8833333333333333,0.7966666666666667,0.7733333333333333,0.7266666666666667,0.59,0.47000000000000003,0.6433333333333333,0.6566666666666666,0.6233333333333334,0.69,0.7466666666666667,0.6966666666666667,-248.4625,0
17568,Grp66,1.0933333333333335,0.41,1.13,0.42,0.12666666666666662,0.61,0.2233333333333333,0.7033333333333333,0.45999999999999996,1.1866666666666668,1.1766666666666667,0.8266666666666667,1.2833333333333334,0.57,0.7933333333333333,0.7400000000000001,0.8366666666666666,1.14,0.6266666666666666,0.8066666666666666,0.7733333333333333,0.6433333333333333,0.6866666666666666,0.6766666666666666,-243.7525,0
134531,Grp234,0.5866666666666667,1.0433333333333332,1.12,0.9199999999999999,0.85,0.6699999999999999,0.9433333333333334,0.5133333333333333,0.5966666666666667,0.69,0.89,1.36,0.44333333333333336,0.54,1.11,0.8133333333333334,0.5766666666666667,0.5666666666666667,0.6533333333333333,0.5666666666666667,0.39666666666666667,0.7466666666666667,0.6066666666666667,0.5966666666666667,-249.6775,0
138022,Grp153,1.05,0.6,1.0733333333333333,0.9366666666666666,0.3633333333333333,0.7166666666666667,0.4266666666666667,0.7400000000000001,0.9833333333333334,0.49,0.6366666666666666,0.82,0.6233333333333334,0.44333333333333336,0.5333333333333333,0.6166666666666667,0.6433333333333333,0.68,0.69,0.7033333333333333,0.7266666666666667,0.7833333333333333,0.6766666666666666,0.6733333333333333,-249.1525,0
132385,Grp274,0.24333333333333332,1.09,1.0433333333333332,0.64,0.49333333333333335,0.39666666666666667,0.7233333333333333,0.8366666666666666,0.5233333333333333,1.07,0.3466666666666667,0.7433333333333333,0.8266666666666667,0.7366666666666667,0.7400000000000001,0.66,0.61,0.48666666666666664,0.73,0.8300000000000001,0.6033333333333334,0.6833333333333332,0.7133333333333334,0.6933333333333334,-247.7525,0
248905,Grp193,1.3466666666666667,0.6166666666666667,-0.32,0.47333333333333333,1.5366666666666664,1.7133333333333336,0.5266666666666667,0.9266666666666667,0.7866666666666666,0.7766666666666667,0.5766666666666667,0.86,0.7266666666666667,0.5,0.62,0.6266666666666666,0.5499999999999999,0.3333333333333333,0.7866666666666666,0.8666666666666667,0.58,0.7400000000000001,0.6533333333333333,0.6533333333333333,-249.5525,0
279079,Grp1,1.1866666666666668,0.2133333333333333,0.7166666666666667,0.8833333333333333,0.1333333333333333,0.6,0.34,0.7200000000000001,1.2533333333333332,0.2866666666666667,0.28,1.05,0.9466666666666667,0.8300000000000001,0.4533333333333333,0.71,0.7733333333333333,0.8666666666666667,0.6966666666666667,0.6666666666666666,0.43999999999999995,0.8333333333333334,0.6566666666666666,0.6666666666666666,-197.65,0
241242,Grp73,1.3666666666666665,0.1333333333333333,0.42,0.2066666666666667,0.15,0.36000000000000004,0.3433333333333333,0.5566666666666666,0.24666666666666667,0.38999999999999996,1.1533333333333333,0.59,0.48666666666666664,0.6133333333333334,0.59,0.6033333333333334,0.6366666666666666,0.7033333333333333,0.7200000000000001,0.6866666666666666,0.5833333333333334,0.6033333333333334,0.6699999999999999,0.6566666666666666,-222.625,0
249540,Grp110,1.3033333333333335,0.5133333333333333,0.4666666666666666,0.7866666666666666,0.5266666666666667,0.5833333333333334,0.5266666666666667,0.6766666666666666,1.0933333333333335,0.36000000000000004,0.53,0.93,0.7266666666666667,0.59,0.64,0.62,0.5966666666666667,0.4566666666666667,0.7966666666666667,0.86,0.5133333333333333,0.4366666666666667,0.6733333333333333,0.66,-236.6625,0
174076,Grp100,0.3466666666666667,0.37666666666666665,0.9066666666666666,-0.22999999999999998,0.3633333333333333,0.35666666666666663,0.51,0.77,-0.040000000000000036,0.17333333333333334,0.7533333333333333,0.39666666666666667,0.5933333333333334,0.69,0.3666666666666667,0.5833333333333334,0.68,0.7033333333333333,0.6866666666666666,0.6266666666666666,0.61,0.5733333333333334,0.6666666666666666,0.6699999999999999,-229.3375,0
45448,Grp25,1.0766666666666667,0.7466666666666667,0.9266666666666667,1.0,0.53,0.5566666666666666,0.59,0.6433333333333333,0.75,0.43999999999999995,1.03,1.0766666666666667,0.8666666666666667,0.7000000000000001,0.5633333333333334,0.65,0.64,0.61,0.66,0.6266666666666666,0.8066666666666666,0.5066666666666667,0.6833333333333332,0.6766666666666666,-248.4625,0
